N,P,K,temperature,humidity,ph,rainfall,soil_moisture,latitude,longitude,season,rainfall_past_2yr_avg,rainfall_estimated_this_year,soil_type
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,33.32,24.5974,72.591,summer,244.07,124.02,chickpea
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,48.86,22.3127,80.0035,winter,773.43,429.97,chickpea
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,41.86,26.2218,78.8609,summer,554.03,257.87,chickpea
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,48.45,21.7177,81.4239,summer,784.39,410.37,chickpea
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,100,9.2694,69.2552,zaid,2340.44,2282.53,chickpea
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,41.87,28.2973,72.8299,zaid,459.09,395.3,chickpea
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,37.29,26.6533,84.4032,kharif,284.77,332.1,chickpea
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,66.23,15.0177,84.5595,kharif,1012.66,1267.11,chickpea
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,39.67,30.0482,84.4885,zaid,392.97,352.5,chickpea
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,67.85,19.3982,86.9631,kharif,1135.15,1224.35,chickpea
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,55.55,18.891,85.2164,rabi,928.27,686.08,chickpea
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,42.42,21.937,86.5875,summer,574.21,284.79,chickpea
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,34.21,31.9711,72.2098,winter,253.43,160.44,chickpea
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,100,14.06,79.0606,kharif,2929.92,3069.7,chickpea
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,77.01,23.0045,80.8482,kharif,1302.14,1635.88,chickpea
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,53.55,18.9296,74.1941,rabi,883.85,603.48,chickpea
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,100,13.0176,70.9105,kharif,3039.97,3685.83,chickpea
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,73.98,15.4825,82.0015,monsoon,1199.86,1550.41,chickpea
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,68.65,16.0578,84.4292,summer,1559.5,717.32,chickpea
43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,100,13.0931,76.6944,monsoon,2247.91,3091,chickpea
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,44.97,28.1626,87.1181,rabi,587.74,416.64,chickpea
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,100,12.5094,87.9472,rabi,2732.85,2300.66,chickpea
29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,100,14.8909,87.1451,monsoon,2522.2,3368.97,chickpea
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,57.63,15.5728,81.7763,winter,1089.51,624.88,chickpea
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,44.72,28.7539,72.7523,kharif,492.18,546.73,chickpea
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,45.42,28.5822,80.1441,rabi,590.11,448.11,chickpea
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,55.7,21.7619,71.5548,zaid,846.55,800.06,chickpea
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,62.97,22.128,75.7708,summer,1323,648.45,chickpea
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,35.98,28.7618,86.8934,winter,322.59,195.28,chickpea
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,43.33,28.3583,84.4126,zaid,479.39,466.57,chickpea
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,100,10.4022,77.0862,rabi,3017.5,2359.48,chickpea
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,53.75,23.8968,68.8234,rabi,883.48,640.46,chickpea
22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,70.63,23.8354,85.1144,monsoon,1138.23,1409.67,chickpea
52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,39.62,24.7651,78.0162,kharif,328.14,412.2,chickpea
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,52.31,19.4252,72.5775,zaid,777.37,659.73,chickpea
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,100,8.6104,75.5356,rabi,3163.08,2270.95,chickpea
41,69,82,20.02381489,16.63294455,6.715587232,68.97806542,33.01,31.0093,86.7514,rabi,208.48,144.87,chickpea
52,56,85,20.1187446,14.44228303,6.81712422,88.68168643,43.9,30.5121,84.3805,rabi,576.57,395.14,chickpea
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,36.43,25.6426,69.6795,rabi,322.76,226.3,chickpea
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,59.09,17.6622,69.1034,kharif,845.64,1049.72,chickpea
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,100,14.2635,68.9596,monsoon,2684.94,3755.49,chickpea
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,100,10.9914,74.1066,rabi,3933.04,3214.47,chickpea
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,100,9.7026,79.8493,rabi,2906.29,2393.63,chickpea
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,100,8.4059,70.501,rabi,3000.9,2280.89,chickpea
27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,41.15,30.3217,72.1565,rabi,437.79,376.31,chickpea
32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,100,10.2277,85.4769,rabi,2575.3,2067.35,chickpea
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,98.23,11.4175,85.2566,rabi,2349.36,1630.6,chickpea
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,33.58,25.7667,87.1703,zaid,211.1,165.38,chickpea
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,82.42,21.7102,77.1963,monsoon,1327.26,1948.67,chickpea
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,100,9.1616,83.0356,rabi,2577.53,2139.97,chickpea
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,47.67,28.8649,86.517,kharif,586.78,630.3,chickpea
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,64.47,21.9293,76.4566,winter,1276.37,813.16,chickpea
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,86.44,9.3392,81.196,summer,2154.09,1103.51,chickpea
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,98.78,12.5824,76.2079,zaid,2240.92,1823.92,chickpea
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,60.38,15.2492,71.3696,monsoon,851.49,1124.62,chickpea
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,100,8.5898,68.5184,winter,3046.45,2034.77,chickpea
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,33.49,26.541,73.6937,summer,235.82,131.18,chickpea
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,49.07,24.9325,78.3303,rabi,682.71,584.99,chickpea
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,100,10.5515,72.6112,monsoon,3689.17,5329.07,chickpea
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,61.65,20.9058,85.637,rabi,1106.04,836.35,chickpea
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,61.89,20.6468,74.9838,monsoon,847.01,1223.73,chickpea
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,100,12.7376,82.6235,monsoon,2539.71,3283.71,chickpea
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,57.29,15.7181,86.3591,summer,1122.55,538.72,chickpea
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,100,11.2823,71.6979,rabi,2614.78,2052.64,chickpea
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,100,13.4848,69.9222,zaid,3512.98,2967.08,chickpea
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,42.1,30.4918,68.5754,zaid,487.63,394.43,chickpea
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,38.58,24.1705,73.0842,summer,427.16,204.27,chickpea
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,81.43,12.3891,82.848,winter,1920.26,1102.84,chickpea
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,53.89,18.6731,79.7821,rabi,842.08,700.53,chickpea
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,37.59,25.8587,81.6351,monsoon,276.33,333.36,kidneybeans
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,100,14.0567,68.3278,monsoon,3847.06,4957.42,kidneybeans
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,45.22,30.6586,77.2069,monsoon,458.66,593.89,kidneybeans
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,85.2,15.781,76.5119,monsoon,1529.63,1812.52,kidneybeans
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,48.19,23.3902,84.5068,rabi,657.24,516.14,kidneybeans
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,71,23.6198,75.52,monsoon,1130.51,1434.45,kidneybeans
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,36.9,27.0881,87.8448,rabi,319.02,232.46,kidneybeans
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,81.18,23.504,74.9469,monsoon,1365.7,1768.77,kidneybeans
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,100,11.1431,74.3756,monsoon,1918.84,2384.2,kidneybeans
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,100,10.5712,83.6847,monsoon,2998.71,3553.13,kidneybeans
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,39.64,26.9852,80.5727,monsoon,337.07,404.79,kidneybeans
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,34.83,29.4965,85.9667,summer,280.89,148.16,kidneybeans
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,100,12.7304,83.3278,monsoon,3196.57,3929.52,kidneybeans
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,43.51,29.9316,78.1837,monsoon,396.38,564.34,kidneybeans
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,42.96,28.4003,73.4087,rabi,493.34,414.52,kidneybeans
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,100,14.6984,74.9296,rabi,2971.13,2017.04,kidneybeans
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,100,14.7704,79.7075,monsoon,3317.01,4630.69,kidneybeans
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,53.22,17.756,68.9379,rabi,837.38,623.09,kidneybeans
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,72.66,22.7191,86.0763,monsoon,1191.69,1457.46,kidneybeans
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,63.34,18.4942,85.1186,monsoon,858.5,1261.75,kidneybeans
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,79.36,13.267,79.673,rabi,1695.06,1209.84,kidneybeans
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,100,14.7559,73.3562,monsoon,3529.4,4689.18,kidneybeans
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,34.98,25.6355,76.2751,zaid,231.16,216.63,kidneybeans
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,67.91,16.577,75.5173,monsoon,1027.41,1365.27,kidneybeans
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,100,8.1345,82.5361,summer,3029.8,1487.74,kidneybeans
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,75.2,16.0404,68.8453,monsoon,1151.12,1657.17,kidneybeans
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,100,11.7195,81.7594,monsoon,2586.87,3807.59,kidneybeans
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,39.38,31.2404,82.5013,winter,416.71,275.16,kidneybeans
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,100,12.3623,74.8376,monsoon,2958.1,3528.42,kidneybeans
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,100,12.1724,78.3432,monsoon,2924.45,4244.56,kidneybeans
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,43.5,25.5739,70.6382,rabi,502.6,424.51,kidneybeans
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,100,9.6167,79.356,monsoon,2541.98,2998.83,kidneybeans
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,100,11.4033,80.9705,rabi,3425.87,2938.69,kidneybeans
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,59.16,16.2571,77.1034,monsoon,836.75,998.74,kidneybeans
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,51.92,27.9461,71.3038,monsoon,631.95,829.49,kidneybeans
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,72.33,19.109,77.7431,monsoon,1117.81,1521.05,kidneybeans
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,81.41,16.8231,87.0011,monsoon,1316.47,1839.61,kidneybeans
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,100,13.661,82.7568,monsoon,3281.94,4234.72,kidneybeans
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,83.96,21.5987,74.8307,monsoon,1382.25,1947.03,kidneybeans
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,100,10.1971,71.7968,rabi,4098.73,3468.57,kidneybeans
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,85.99,12.9547,86.459,rabi,1845.28,1474.26,kidneybeans
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,100,11.3133,77.9209,monsoon,3542.19,4363.71,kidneybeans
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,51.11,27.678,72.3075,monsoon,589.21,793.62,kidneybeans
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,70.75,19.1101,77.7758,monsoon,1080.96,1450.64,kidneybeans
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,70.04,20.5767,80.1567,monsoon,1043.16,1474.11,kidneybeans
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,52.92,26.7956,84.0082,monsoon,616.12,913.5,kidneybeans
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,61.36,17.5329,69.0156,rabi,1095.48,808.71,kidneybeans
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,61.21,17.011,68.506,rabi,1052.32,870.71,kidneybeans
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,72.03,19.3696,80.0055,monsoon,1135.98,1454.2,kidneybeans
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,100,14.4609,84.0102,monsoon,2003.75,2654.67,kidneybeans
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,58.54,22.5936,74.7328,monsoon,771.42,1041.33,kidneybeans
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,100,10.8648,74.9165,monsoon,2861.4,3814.71,kidneybeans
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,46.41,30.5835,81.8716,winter,667.25,371.03,kidneybeans
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,41.72,31.7826,86.4969,rabi,458.2,351.34,kidneybeans
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,100,9.5024,77.8365,rabi,3267.22,2310,kidneybeans
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,69.15,23.1913,77.4672,monsoon,1050.08,1413.86,kidneybeans
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,50.57,23.9326,77.8795,rabi,748.69,557.92,kidneybeans
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,100,12.1013,77.8746,rabi,4616.08,3792.66,kidneybeans
12,63,17,18.358923,19.37703396,5.717143397,138.414764,47.63,25.7953,82.3731,monsoon,498.43,714.73,kidneybeans
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,63.48,23.8926,68.3878,rabi,1148.23,897.37,kidneybeans
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,100,10.5896,77.721,monsoon,1892.41,2801.21,kidneybeans
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,41.73,26.0162,84.6147,monsoon,343.05,505.32,kidneybeans
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,59.77,16.2401,73.4732,monsoon,848.35,1035.57,kidneybeans
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,96.67,14.3376,76.1715,rabi,2145.67,1795.29,kidneybeans
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,41.25,25.2875,78.342,monsoon,354.13,445.09,kidneybeans
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,43.98,24.9301,69.5559,monsoon,401.18,588.78,kidneybeans
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,37.66,28.9352,71.5894,monsoon,247.12,363.02,kidneybeans
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,60.96,15.3452,81.5869,rabi,1045.6,876.79,kidneybeans
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,43.84,25.2493,86.2075,monsoon,411.35,558.7,kidneybeans
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,91.59,15.7391,78.3097,monsoon,1562.79,2193.32,kidneybeans
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,73.82,18.9088,85.4341,monsoon,1114.3,1637.97,kidneybeans
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,66.3,20.9121,68.2021,monsoon,947.78,1355,kidneybeans
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,50.2,24.7315,85.655,monsoon,574.94,760.16,kidneybeans
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,55.12,20.4358,74.7149,monsoon,737.43,899.16,kidneybeans
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,36.56,24.3116,85.3767,zaid,289.49,224.03,kidneybeans
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,100,14.3023,80.2869,rabi,2816.21,2216.27,kidneybeans
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,100,10.4771,77.3406,monsoon,1739.81,2554.23,kidneybeans
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,38.1,25.0543,71.6852,kharif,299.28,331.63,kidneybeans
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,48.93,22.2847,76.7798,rabi,710.68,489.45,kidneybeans
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,70.18,16.4134,84.2035,monsoon,1099.52,1423.03,kidneybeans
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,100,13.9508,71.3951,rabi,3133.59,2476.03,kidneybeans
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,100,10.5332,78.74,monsoon,3762.26,4454.1,kidneybeans
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,40.2,31.2846,76.1933,monsoon,333.6,431.43,kidneybeans
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,100,8.5847,83.9916,monsoon,3445.15,4387.38,kidneybeans
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,73.25,16.1047,84.2956,monsoon,1185.81,1506.93,kidneybeans
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,55.64,27.0315,87.6805,monsoon,681.96,1012.47,kidneybeans
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,65.55,19.9411,85.9021,monsoon,968.71,1245.23,kidneybeans
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,100,12.6029,78.3021,monsoon,2499.39,3361.51,kidneybeans
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,60.13,18.349,71.0871,rabi,991.7,854.42,kidneybeans
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,89.78,18.4872,68.7723,monsoon,1516.68,2136.48,kidneybeans
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,100,12.3791,87.3762,monsoon,3357.41,4245.93,kidneybeans
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,100,14.655,81.8493,summer,3609.72,1798.9,kidneybeans
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,64.19,23.2537,82.3211,kharif,1000.44,1133.31,kidneybeans
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,100,13.2247,83.5324,monsoon,2522.18,3281.71,kidneybeans
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,61.84,17.3067,77.5138,summer,1229,654.96,kidneybeans
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,36.32,27.9244,70.9913,rabi,276.76,230.82,kidneybeans
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,50.13,25.6007,87.1701,monsoon,549.54,796.48,kidneybeans
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,56.58,22.9855,71.3369,monsoon,757.76,928.74,kidneybeans
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,100,11.8566,80.6441,monsoon,1972.58,2635.38,kidneybeans
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,100,11.5429,82.7731,monsoon,2915.53,3991.43,kidneybeans
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,56.81,29.7245,76.9018,monsoon,643.68,876,pigeonpeas
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,100,11.6838,80.3911,monsoon,3712.79,5340.16,pigeonpeas
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,56.63,24.5518,86.5556,monsoon,610.97,898.07,pigeonpeas
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,100,9.0382,77.2596,monsoon,1938.67,2548.82,pigeonpeas
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,56.39,16.9651,70.0486,monsoon,686.13,808.14,pigeonpeas
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,53.04,31.3555,85.7372,monsoon,581.01,812.1,pigeonpeas
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,42.93,28.1688,70.0842,monsoon,346.17,433.74,pigeonpeas
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,63.72,15.758,68.8956,monsoon,911.48,1111.14,pigeonpeas
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,61.09,22.0073,78.671,kharif,823.55,884.97,pigeonpeas
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,49.34,27.0462,83.3846,monsoon,431.56,598.3,pigeonpeas
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,80.66,20.0568,83.1115,monsoon,1180.65,1678.02,pigeonpeas
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,55.76,22.7219,77.2213,monsoon,653.58,912.16,pigeonpeas
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,100,11.6391,76.1955,kharif,3451.07,3530.16,pigeonpeas
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,100,12.9715,78.2655,monsoon,2879.61,3418.69,pigeonpeas
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,53.07,29.3572,77.6386,monsoon,580.33,716.11,pigeonpeas
